1000989594	354141	48.138294	11.5657277
1001016422	346536	48.2285894	11.4661164
1001016423	346536	48.2286717	11.465982
1002248600	293774	48.1308879	11.5555633
100237913	9402	48.0719069	11.6057326
1002566333	290680	48.2324777	11.6871229
100269010	78380	48.0817888	11.5451926
1003125690	6998	48.1472373	11.5673969
1003637472	2290263	48.1187672	11.5841102
1003901482	301486	48.1644102	11.5943924
1003901514	56526	48.1639767	11.5934941
1003901554	1753028	48.161613	11.594104
1003901563	8748	48.1632233	11.5930265
1004038707	360480	48.149039	11.6001164
1004038721	609079	48.1597419	11.5836865
1004038724	51782	48.1575129	11.5842829
1004038725	14390	48.1499178	11.6016348
1005229944	39774	48.1334294	11.5442062
1005405936	1198074	48.1505867	11.5752186
1005726880	368384	48.093477	11.524821
1006281674	64164	48.2047937	11.5726079
1006285795	64164	48.127069	11.5984947
1006289717	64008	48.1276113	11.5973833
1008177078	8748	48.0628768	11.6624138
1008432013	8748	48.06438	11.6645
1010595081	293774	48.1542918	11.5440466
1010622739	14390	48.1652908	11.4936809
1010628927	72235	48.1681098	11.5144019
1010635496	8748	48.167108	11.5115785
1010640643	8748	48.1659829	11.5125533
1010644811	109029	48.1649525	11.5334111
1010649907	2049791	48.157311	11.5195214
1010654306	109029	48.1474902	11.5294553
1010658341	8748	48.1558369	11.514887
1010666875	65148	48.1662364	11.5210918
1010817983	293774	48.1474135	11.5314016
1010825519	14390	48.1507002	11.5195948
1010830680	29061	48.1599937	11.5138194
1010884004	14390	48.149579	11.5201405
1011663180	125136	48.1316618	11.5443632
1012037681	293774	48.1467584	11.5269426
1014404060	524500	48.1473855	11.5615815
1014777722	29061	48.1271928	11.6241411
1016007310	2191019	48.1282189	11.4486956
1016064718	29061	48.1951424	11.5736056
1020282702	4040955	48.1364776	11.5833594
1020322337	149424	48.2425387	11.5685811
1020322645	149424	48.2423683	11.5687268
1020775190	29061	48.0943409	11.7093008
1020955837	21709	48.142165	11.5509244
1021099588	290680	48.1447927	11.5419891
102192894	290680	48.0762876	11.6028634
102195964	8748	48.0741413	11.6045421
1022941683	3245367	48.1347609	11.5744401
1023993996	8748	48.1615863	11.4672642
1026435513	8703	48.0972146	11.5374643
1027002570	78613	48.0787878	11.48434
1028165405	8748	48.1204622	11.6217398
1028175686	29061	48.1232811	11.6256995
1028467805	80117	48.0854792	11.4855235
1029676328	8748	48.1752174	11.5885911
1029676330	8748	48.1756341	11.5885804
1029676333	8748	48.1753175	11.5889371
1029909586	14390	48.1815072	11.4972965
1033295123	323389	48.1200435	11.3643107
1035203039	170813	48.1901874	11.616172
1035203042	4492190	48.202782	11.6120785
1035203052	4492190	48.2027663	11.6121563
1035744154	224440	48.1342872	11.5638405
1036447121	29003	48.0898583	11.3933485
1036670500	72719	48.0921805	11.4047935
1038236012	29061	48.1736574	11.5664656
1038239986	78613	48.0861093	11.4772786
1038804683	29003	48.0979878	11.4131763
1039009513	194538	48.1447683	11.5612188
1039009514	230707	48.148155	11.5528143
1039009517	689576	48.1472176	11.5582941
1039744613	89073	48.1368519	11.3858658
1039917783	354821	48.1240562	11.5098899
1041089943	29061	48.2052148	11.6004143
1041461113	753289	48.1508175	11.5574945
1041461428	753289	48.1508439	11.5559277
1041827112	62338	48.1497998	11.5482291
1041827126	14390	48.150268	11.5458465
1042724612	191141	48.2102381	11.3590102
1042737416	191141	48.1101698	11.5415433
1042737429	191141	48.1101765	11.5412862
1042737435	46472	48.1100378	11.5420395
1042737447	191141	48.1100962	11.541717
1042737449	46472	48.1100934	11.5420109
1042739601	8748	48.1086941	11.5478067
1042739608	8748	48.1086215	11.5483654
1042758726	191141	48.1171019	11.5269459
1042758731	191141	48.1170347	11.5268388
1042758735	191141	48.1170963	11.5268409
1042762869	1260280	48.1161868	11.5263005
1043569932	67862	48.123048	11.5120416
1043576961	550560	48.1210958	11.5126327
1044652667	191141	48.1233914	11.5241764
1044660214	191141	48.1235246	11.5304814
1044669441	191141	48.1245758	11.5268395
1044693260	67862	48.1231427	11.515337
1045460624	72719	48.0655308	11.3857819
1046689437	72719	48.0800001	11.3946466
1046689471	72719	48.0785522	11.3947538
1054372529	290680	48.1142527	11.5334798
1055335186	39774	48.1177935	11.5027825
1056732246	4101436	48.117186	11.5083847
1056793254	2095406	48.1450033	11.533928
1058837264	78613	48.1168977	11.5290227
1061846500	290680	48.2317664	11.4752584
1061846504	346536	48.2304515	11.4755388
1062153564	8748	48.1087872	11.5925809
1062349177	2385132	48.1810311	11.506314
1062349179	2415107	48.1804578	11.5058719
1062378385	1869781	48.1804823	11.5070909
1062428751	85116	48.1435806	11.5601696
1063586663	191141	48.245741	11.5638739
1063743745	346536	48.2359445	11.4753636
1063743750	346536	48.2389003	11.4793277
1066371361	878156	48.1552605	11.4160241
1072069790	118021	48.1263043	11.6000828
1073051614	29061	48.1268225	11.6231943
1073051618	29061	48.1268744	11.6236101
1073051625	29061	48.1265807	11.6231595
1073051660	29061	48.1270427	11.6224916
1073051669	29061	48.1273363	11.6225506
1073051702	29061	48.1267955	11.6241519
1073051745	29061	48.1267329	11.6231836
1073053592	29061	48.1217913	11.622733
1073053596	29061	48.1208549	11.6220356
1073613551	8748	48.0629472	11.6622548
1073916699	118209	48.1726933	11.5957553
1073916729	118209	48.1728651	11.5951664
1073916740	118209	48.1730214	11.5948409
1073916760	118209	48.1732423	11.5946027
1073916789	118209	48.1725202	11.5958967
1073916803	118209	48.172745	11.595639
1073916814	118209	48.1729207	11.5950463
1073916821	118209	48.1730705	11.5947325
1073916871	118209	48.1725706	11.5957863
1073916917	118209	48.1727967	11.5955441
1073916921	118209	48.1729982	11.5951354
1073916932	118209	48.1731235	11.5946337
1073916988	118209	48.1725435	11.5960691
1073916990	118209	48.1726158	11.595672
1073917013	118209	48.1728432	11.5954434
1073917031	118209	48.173046	11.595025
1073917063	118209	48.1731752	11.5945233
1073917083	118209	48.1724685	11.5959955
1073917129	118209	48.1726714	11.5955751
1073917152	118209	48.1729426	11.5952342
1073917162	118209	48.1730951	11.5949223
1073917206	118209	48.1725964	11.5959684
1073917218	118209	48.1727191	11.5954666
1073917234	118209	48.1731442	11.59481
1073917298	118209	48.1726442	11.595856
1073917308	118209	48.1727708	11.5953601
1073917313	118209	48.1729724	11.5949494
1073917354	118209	48.1731945	11.5947092
1075064644	191141	48.1207246	11.5411584
1077024233	68974	48.1399831	11.5317085
1077024237	14390	48.139852	11.5310308
1077024242	68974	48.1399221	11.5323603
1077024257	68974	48.1399596	11.5320411
1078517684	290680	48.1156172	11.5813198
1078797624	29061	48.1584352	11.5875721
1079810622	389341	48.1458483	11.6376592
1080023883	389341	48.1393353	11.6281592
1081016745	354821	48.128719	11.508921
1081017160	124837	48.1263782	11.5042147
1081696063	205377	48.0786053	11.517483
1082048007	89073	48.1379104	11.3772683
108292355	290680	48.1396234	11.6816237
1083226438	14390	48.1265691	11.6059754
1083291542	290680	48.1167398	11.5710069
1083298115	2480006	48.1261726	11.56795
1084340272	87883	48.1429693	11.5442059
1084364134	1486839	48.1315676	11.5672768
1084399646	290680	48.0790145	11.6167571
1085963851	13832	48.1232488	11.6289611
1085963853	13832	48.1233939	11.62751
1085963888	13832	48.1244788	11.6278828
1085963892	13832	48.123546	11.6282851
1085963905	13832	48.1241977	11.62832
1085963930	13832	48.1245074	11.6267321
1085963950	13832	48.1235299	11.6277407
1085963955	13832	48.1238934	11.6267241
1085963983	13832	48.1245236	11.6279686
1085963992	13832	48.1239381	11.6282476
1085964003	13832	48.1245039	11.6268314
1085964086	13832	48.1232685	11.6289825
1085964090	13832	48.1232775	11.628894
1085964113	13832	48.1236803	11.6272123
1085964128	13832	48.1238325	11.6283844
1085964133	13832	48.1241459	11.628202
1085964157	13832	48.1234941	11.6283334
1085964178	13832	48.1241672	11.6287441
1085964184	13832	48.1235282	11.6281215
1085964193	13832	48.1238576	11.6282395
1085964195	13832	48.123802	11.628312
1085964200	13832	48.1238486	11.6267268
1085964203	13832	48.1234117	11.6276629
1085964224	13832	48.1245916	11.6268368
1085964230	13832	48.1244824	11.6276548
1085964245	13832	48.1239345	11.6266007
1085964248	13832	48.1234905	11.6282315
1085964258	13832	48.1235263	11.6279981
1085964292	13832	48.1236123	11.6271023
1085964303	13832	48.1238809	11.6266624
1085964319	13832	48.1235639	11.6275744
1085964339	13832	48.1243338	11.6281108
1085964343	13832	48.1237358	11.6270835
1085964366	13832	48.1236033	11.6283334
1085964372	13832	48.1244913	11.6277487
1085964385	13832	48.1245344	11.6276468
1085964396	13832	48.1240599	11.62821
1085964416	13832	48.1242515	11.6283066
1085964439	13832	48.1233777	11.6276307
1085964441	13832	48.1244556	11.6266758
1085964457	13832	48.1244107	11.6280303
1085964468	13832	48.123974	11.6283307
1085964472	13832	48.1234314	11.6274563
1085964489	13832	48.1237214	11.6270111
1085976303	29061	48.1288363	11.623353
1085976307	29061	48.129291	11.6233047
1085976342	29061	48.1291854	11.6234629
1085976346	29061	48.1289008	11.6233959
1085976403	29061	48.1290583	11.6230445
1085976425	29061	48.1284103	11.6232886
1085976442	29061	48.1285338	11.6236852
1088886123	118197	48.0903233	11.4586626
1088910286	290680	48.1277724	11.5730289
1089149641	338611	48.2447492	11.6150892
1089149645	338611	48.2447696	11.6150152
1089164939	39774	48.1296572	11.7002627
1089196621	72235	48.201568	11.5161298
1089244669	29061	48.1833477	11.5485489
1091345934	39803	48.1105725	11.7143324
1091400336	73556	48.1166108	11.5862212
1091413909	8703	48.1282736	11.5576326
1091413969	290680	48.1281214	11.5558612
1091437050	184475	48.2396497	11.6641904
1091437053	184475	48.242106	11.6662769
1091437056	372477	48.2468037	11.6642578
1091437057	184475	48.2444903	11.6681915
1091437058	184475	48.2413687	11.6652804
1091437063	372477	48.2454734	11.6690969
1091437066	184475	48.2435047	11.6669616
1091437086	521541	48.2459571	11.6674229
1091482023	4040373	48.1385049	11.5824204
1091830599	54491	48.1267954	11.5594044
1091830622	54491	48.1276501	11.5585283
1091830642	38546	48.1282086	11.5585641
1091830662	38546	48.1281365	11.5585681
1091830676	8703	48.1277655	11.5564851
1091830785	687145	48.127727	11.5568513
1092085008	36167	48.1134123	11.4777701
1092546802	205180	48.1884142	11.6391387
1092546904	205180	48.1882538	11.6404121
1092547080	205180	48.1874186	11.6405065
1092547106	290680	48.1890727	11.6410597
1092547132	205180	48.1875841	11.6418895
1092547196	205180	48.1883489	11.6416606
1092595230	72235	48.1836826	11.5700504
1092617225	78613	48.1824941	11.5641158
1092664764	391400	48.181808	11.5671176
1092664783	391400	48.1818688	11.5671015
1093788506	290680	48.1387717	11.5668684
1094028392	8748	48.1357943	11.5416634
1094410442	72719	48.0973013	11.3709337
1096241802	2103080	48.0944841	11.5201897
1096241920	234982	48.0945989	11.5201197
1096318121	290680	48.1368214	11.5827303
1096318127	290680	48.1376239	11.5822067
1098403518	342705	48.1432994	11.5795945
1098403521	342705	48.1425839	11.5804179
1098403524	342705	48.1428054	11.5793628
1098713361	14390	48.1478788	11.561886
1098713366	194538	48.1458172	11.560653
1098713372	78613	48.1457393	11.5605991
1098713377	1486839	48.1455698	11.5604906
1099409005	29061	48.1247224	11.4903579
1099409037	29061	48.1242926	11.4909748
1099409047	29061	48.1244251	11.4903499
1099409062	29061	48.1247976	11.4905242
1099409096	29061	48.1243535	11.4906717
1099600244	29061	48.129481	11.4525066
1099600246	29061	48.1296475	11.4520804
1099600306	29061	48.1296511	11.452638
1099778323	29061	48.1242176	11.5214015
1100959332	290680	48.1392665	11.5102546
1102436623	2137840	48.1399024	11.5327233
110357017	78613	48.0927931	11.4575397
110357267	290680	48.0928326	11.4568955
110357275	290680	48.0933804	11.4576921
110357283	290680	48.0943662	11.4567309
1103687492	1424448	48.181179	11.5088248
1105149252	12776	48.1138528	11.5718685
1105149258	12776	48.1140925	11.5702245
1105149274	12776	48.1138446	11.5718639
1106140951	29003	48.103577	11.4295874
1106193561	124837	48.1213477	11.5318564
1106193566	124837	48.1231943	11.5282815
